연도,파일명,감사사항,감사종류,감사분야,담당부서,분류,관련도,매칭키워드,총매칭수,첫매칭쪽,쪽수,본문글자수,정보화사업,전산시스템,정보시스템,시스템운영,시스템유지관리,참고:정보화,참고:전산,참고:소프트웨어,참고:데이터베이스,참고:홈페이지,참고:정보보안,참고:개인정보,참고:디지털,발췌,형식,ZIP내부파일,오류
2021,20210825_산업 인증제도 운영실태.pdf,산업 인증제도 운영실태,성과,산업자원,산업금융1과,관련,낮음(단순언급),정보시스템(3),3,4,101,94002,0,0,3,0,0,0,6,4,1,1,0,0,7,"표준지원및촉진운영요령｣:단체표준운영요령<기타>▪국가표준·인증통합정보시스템:e-나라표준인증1)다만,‘조치할사항’이나보고서문맥상본래명칭을사",PDF,,
2021,20210824_경기지역 농업법인 운영 및 관리실태.pdf,경기지역 농업법인 운영 및 관리실태,성과,지방자치단체,지방행정1국3과,관련,낮음(단순언급),정보시스템(4),4,4,106,106091,0,0,4,0,0,0,0,0,0,0,0,0,0,터농업법인설립등기자료를제출받아조사대상농업법인을확정한다음①농림사업정보시스템(Agrix)상의농업법인실태조사자료와국립농산물품질관리원의농업경영,PDF,,
2021,20210823_제천시 등 4개 기초자치단체 정기감사.pdf,제천시 등 4개 기초자치단체 정기감사,기관정기,지방자치단체,,관련,낮음(단순언급),정보시스템(1),1,61,160,126102,0,0,1,0,0,0,1,0,0,0,0,0,0,"전용허가이후1839-4,1839-8,1839-9로분할됨자료:공간정보시스템,감사원그리고Y는2018년1월경(정확한날짜는기억나지않음)새올시스",PDF,,
2021,20210819_개인정보보호 추진실태.pdf,개인정보보호 추진실태,성과,정보통신,행정안전1과,관련,낮음(단순언급),전산시스템(1),1,9,110,95500,0,1,0,0,0,1,10,0,1,11,1,781,1,"사업을추진하기시작하여지적재산권관리,국민복지업무등국가주요업무를위한전산시스템을개발하는등행정업무전산화작업을본격화했다.이에따라,전국민의인적사항",PDF,,
2021,20210818_서울시의 ㄱ동 도시첨단물류단지 조성 인허가 지연 관련(공익감사청구).pdf,서울시의 ㄱ동 도시첨단물류단지 조성 인허가 지연 관련(공익감사청구),국민제안,기타,,무관,,,0,,35,28939,0,0,0,0,0,0,0,0,0,1,0,0,0,,PDF,,
2021,20210817_버섯재배사 지붕 위 태양광 발전설비 허가의 위법성 관련.pdf,버섯재배사 지붕 위 태양광 발전설비 허가의 위법성 관련,국민제안,기타,,무관,,,0,,24,27282,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2021,20210813_저출산·고령화 대책 성과분석.pdf,저출산·고령화 대책 성과분석,성과,보건/복지,미래전략감사1과,관련,중간,"정보시스템(3), 시스템운영(2)",5,104,223,227229,0,0,3,2,0,0,1,0,1,0,0,0,0,데중점을두었다.이를위해공공임대주택사업을시행ㆍ관리하는LH공사의행정정보시스템(WISE시스템)ㆍ문서등록대장에등재된행정자료ㆍ공공임대주택종합정보,PDF,,
2021,20210813_인구구조변화 대응실태Ⅱ(노후소득 보장 분야).pdf,인구구조변화 대응실태Ⅱ(노후소득 보장 분야),성과,기타,미래전략감사2과,무관,,,0,,99,86232,0,0,0,0,0,0,0,0,0,1,0,1,0,,PDF,,
2021,20210813_인구구조변화 대응실태Ⅰ(지역).pdf,인구구조변화 대응실태Ⅰ(지역),성과,보건/복지,미래전략감사3과,관련,낮음(단순언급),전산시스템(1),1,99,218,194372,0,1,0,0,0,1,1,1,1,1,0,0,1,"경기술본부환경사업개발센터•환경분야기업애로기술지원,연구과제수행16전산시스템운용•서버및네트워크장비유지관리6계(13개조직)190자료:한국산업",PDF,,
2021,20210812_민자도시도로 안전관리실태.pdf,민자도시도로 안전관리실태,성과,교통/물류,,관련,낮음(단순언급),"전산시스템(1), 정보시스템(1), 시스템운영(2)",4,16,114,94260,0,1,1,2,0,0,2,2,0,0,0,0,0,통사고발생률3)도로안전조치신속성11)교통사고예방노력12)재난대응시스템운영적정성이용편의성(34점)4)도로청결성5)민원처리시스템운영효율성6,PDF,,
2021,20210812_민자고속도로 안전관리실태.pdf,민자고속도로 안전관리실태,성과,교통/물류,,관련,낮음(단순언급),시스템운영(2),2,16,96,76814,0,0,0,2,0,0,0,0,0,0,0,0,0,통사고발생률3)도로안전조치신속성11)교통사고예방노력12)재난대응시스템운영적정성이용편의성(34점)4)도로청결성5)민원처리시스템운영효율성6,PDF,,
2021,20210810_소방청 정기감사.pdf,소방청 정기감사,기관정기,기타,행정안전1과,무관,,,0,,47,31156,0,0,0,0,0,0,4,0,2,0,0,0,0,,PDF,,
2021,20210805_스마트도시 조성사업 추진실태.pdf,스마트도시 조성사업 추진실태,성과,정보통신,공공기관2과,관련,중간,정보시스템(12),12,11,136,136629,0,0,12,0,0,3,0,10,0,1,0,78,0,"스피커등기술검증이끝난제품군을실제도시공간에적용하는단계CCTV,버스정보시스템등사회적·제도적·기술적장애등이모두해결되어실제적용가능한솔루션도입시",PDF,,
2021,20210804_국토교통부 등의 통합인허가지원시스템 구축 관련(국민감사청구).pdf,국토교통부 등의 통합인허가지원시스템 구축 관련(국민감사청구),국민제안,기타,,관련,중간,"정보화사업(4), 정보시스템(4), 시스템운영(2)",10,4,55,48298,4,0,4,2,0,4,0,12,0,0,0,0,0,원은회수하는방안을마련하도록통보-국토교통부장관에게앞으로시스템구축등정보화사업을추진하면서법적근거없이측량업자가인허가신청을대리하는일이없도록시스템,PDF,,
2021,20210803_탄약 조달 및 관리실태.pdf,탄약 조달 및 관리실태,성과,국방,,관련,낮음(단순언급),"전산시스템(1), 정보시스템(1)",2,4,65,54636,0,1,1,0,0,0,1,0,0,0,0,0,0,"방탄약정보체계(DAIS),방위사업청의국방전자조달시스템(D2B)등전산시스템에서관련자료를추출·분석하였다.4.감사결과처리감사결과위법․부당사항",PDF,,
2021,20210729_건설산업 불이익 제도운영 실태.pdf,건설산업 불이익 제도운영 실태,성과,건설/주택,국토환경2과,관련,낮음(단순언급),정보시스템(3),3,11,117,103617,0,0,3,0,0,0,0,0,1,0,0,0,0,"를거쳐법령위반자에게영업정지등을처분하고,행정처분정보등은건설산업지식정보시스템등에입력하여관리하고있다.[그림1]행정처분절차및관리체계<위반업체통",PDF,,
2021,20210728_국세 경정청구 처리실태.pdf,국세 경정청구 처리실태,특정사안,국세,재정경제4과,관련,낮음(단순언급),정보시스템(1),1,11,46,35999,0,0,1,0,0,0,0,0,0,0,0,0,0,등을인도한날’에해당하여판매손익등의귀속사업연도가되는것자료:국세법령정보시스템한편의류제조법인인○○는재고반품조건부판매의손익귀속시기를[그림]과같,PDF,,
2021,20210727_자동차보험 및 손해배상제도 운영실태.pdf,자동차보험 및 손해배상제도 운영실태,성과,금융,국토환경1과,관련,중간,"전산시스템(3), 정보시스템(2)",5,59,84,73287,0,3,2,0,0,0,20,0,3,19,0,1,0,"보험개발원에위탁하여운영하고있는데,의무보험전산망은국토부의자동차관리정보시스템및각보험회사의전산시스91)｢보험업법｣에따른보험회사외에｢여객자동차",PDF,,
2021,20210722_외국인 출입국 등 관리실태.pdf,외국인 출입국 등 관리실태,성과,치안/법무,행정안전2과,관련,높음,"전산시스템(7), 정보시스템(12), 시스템운영(1)",20,40,94,75446,0,7,12,1,0,0,9,0,3,0,0,0,0,과같다.[그림1]출국조치등심사결정및입국규제과정○담당자가출입국관리정보시스템(ICRM)42)에서입건처리(사건번호생성)⇩○심사대상자면담및처분,PDF,,
2021,20210721_국가보훈처 정기감사.pdf,국가보훈처 정기감사,기관정기,국방,,관련,낮음(단순언급),정보시스템(1),1,39,57,47930,0,0,1,0,0,5,14,0,0,1,0,1,2,020.10.25.16-2020.10.25.1166△△공단디지털정보시스템(디지털월)구축2020.11.2.53-2020.11.2.4067,PDF,,
2021,20210720_한국보육진흥원 및 한국사회보장정보원에 대한 감사.pdf,한국보육진흥원 및 한국사회보장정보원에 대한 감사,기관정기,보건/복지,사회복지1과,관련,높음,"전산시스템(1), 정보시스템(46), 시스템운영(2)",49,3,89,71645,0,1,46,2,0,2,8,0,0,1,0,1,0,사회복지사업에서급여요건에해당되는자를선정하거나발굴하는데있어필수적인전산시스템을운영하는곳이므로두기관의주요업무에대해점검할필요가있었다.이에감사원,PDF,,
2021,20210715_대학 기본역량 진단 및 재정지원사업 추진실태.pdf,대학 기본역량 진단 및 재정지원사업 추진실태,성과,교육,사회복지4과,무관,,,0,,71,126777,0,0,0,0,0,0,0,1,2,0,0,0,0,,PDF,,
2021,20210713_지방산업단지 개발사업 추진실태.pdf,지방산업단지 개발사업 추진실태,특정사안,지방자치단체,,관련,낮음(단순언급),정보시스템(4),4,8,160,116943,0,0,4,0,0,0,1,5,0,0,0,0,0,"5723.7계1,2381,428693665284.1자료:산업입지정보시스템자료재구성산업단지로지정된총면적은1,428㎢로국가산업단지(806㎢",PDF,,
2021,20210708_예금보험기금 관리실태.pdf,예금보험기금 관리실태,성과,금융,산업금융4과,관련,낮음(단순언급),시스템운영(1),1,31,84,71491,0,0,0,1,0,0,1,0,0,1,0,0,0,"채권거래기록점검여부국민연금｢기금운용내부통제규정｣,｢녹취및로그관리시스템운영기준｣녹취저장(자체시스템)준법감시인점검사학연금｢자금운용관련통화녹",PDF,,
2021,20210707_특정제품 선정 수의계약 기동점검.pdf,특정제품 선정 수의계약 기동점검,특정사안,공직기강,,무관,,,0,,25,16664,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2021,20210706_이륜자동차 관리실태.pdf,이륜자동차 관리실태,성과,교통/물류,국토환경1과,관련,높음,"전산시스템(3), 정보시스템(48), 시스템운영(1)",52,3,74,60785,0,3,48,1,0,0,13,0,0,0,0,0,0,·····················15[표17]이륜자동차관리정보시스템용역비현황······························,PDF,,
2021,20210705_금융감독기구 운영실태.pdf,금융감독기구 운영실태,성과,금융,산업금융3과,관련,낮음(단순언급),"전산시스템(1), 정보시스템(1)",2,181,358,297032,0,1,1,0,0,0,1,0,0,13,0,2,0,험설계사등록말소를신청240)금감원은생명ㆍ손해보험협회보험설계사등록정보시스템및금감원▩국인허가관리시스템에서대상자의보험업종사여부확인가능보험설계,PDF,,
2021,20210701_서울특별시교육청 기관정기감사.pdf,서울특별시교육청 기관정기감사,기관정기,교육,사회복지5과,무관,,,0,,51,38591,0,0,0,0,0,0,0,0,0,2,0,0,0,,PDF,,
2021,20210630_2020년도 교육부 교육전문직 선발 관련.pdf,2020년도 교육부 교육전문직 선발 관련,국민제안,기타,,무관,,,0,,33,22333,0,0,0,0,0,0,1,0,0,0,0,0,0,,PDF,,
2021,20210629_자본거래 과세실태.pdf,자본거래 과세실태,성과,국세,재정경제3과,관련,낮음(단순언급),전산시스템(1),1,21,71,52838,0,1,0,0,0,0,1,0,0,0,0,0,0,대량매매의협의·협상내용통보및확인등을위하여한국거래소가별도로운영하는전산시스템임4)한국거래소의보도자료(2005.3.24.)에따르면장중대량매매,PDF,,
2021,20210628_주거환경개선사업비 운영 관련.pdf,주거환경개선사업비 운영 관련,국민제안,기타,,무관,,,0,,9,4932,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2021,20210624_복지사업 협의·조정제도 운영실태.pdf,복지사업 협의·조정제도 운영실태,성과,보건/복지,사회복지1과,관련,높음,정보시스템(62),62,3,108,84986,0,0,62,0,0,0,1,0,0,0,0,0,0,·········14[표6]2018년에신설협의를거친사업의사회보장정보시스템입력현황(2019년7월기준)·18[표7]출산장려금지원사업운영지자,PDF,,
2021,20210623_한국철도공사 기관정기감사.pdf,한국철도공사 기관정기감사,기관정기,교통/물류,공공기관3과,무관,,,0,,93,77961,0,0,0,0,0,0,0,0,0,10,0,0,0,,PDF,,
2021,20210622_대기오염 측정장비 구매 관련 비리 점검.pdf,대기오염 측정장비 구매 관련 비리 점검,특정사안,기타,,무관,,,0,,113,99873,0,0,0,0,0,0,1,0,0,7,0,0,0,,PDF,,
2021,20210617_지방자치단체 시내버스 준공영제 운영실태.pdf,지방자치단체 시내버스 준공영제 운영실태,성과,지방자치단체,지방행정1국2과,관련,낮음(단순언급),"전산시스템(3), 정보시스템(1)",4,19,78,65478,0,3,1,0,0,0,3,0,0,1,0,0,0,"[그림3]과같이버스회사가운행계통에따라버스를운행하면교통카드시스템등전산시스템에기록된운행이력자료와버스회사의증빙자료등을통해노선별운행대수,운행거",PDF,,
2021,20210616_공공임대주택에 대한 감독 부실 등 관련.pdf,공공임대주택에 대한 감독 부실 등 관련,국민제안,지방자치단체,,무관,,,0,,18,12495,0,0,0,0,0,0,4,0,0,0,0,0,0,,PDF,,
2021,20210615_특수목적대학 인력양성 실태.pdf,특수목적대학 인력양성 실태,성과,교육,사회복지4과,관련,낮음(단순언급),정보시스템(1),1,69,91,75370,0,0,1,0,0,0,0,2,0,0,0,0,1,전공목포해양대학교해사대학항해학부항해학변동없음해상운송학부항해학항해정보시스템학부항해학기관시스템공학부기관공학해양경찰학부기관공학해양메카트로닉스,PDF,,
2021,20210614_복합상가 관리위탁 관련.pdf,복합상가 관리위탁 관련,국민제안,지방자치단체,,무관,,,0,,18,11149,0,0,0,0,0,0,0,0,0,2,0,0,0,,PDF,,
2021,20210610_한국과학기술원 전문연구요원 채용 실태.pdf,한국과학기술원 전문연구요원 채용 실태,특정사안,과학기술,재정경제2과,관련,높음,정보시스템(7),7,8,35,24418,0,0,7,0,0,0,0,0,0,5,0,0,0,으로별정직연구원등직원을채용하여야하고한국과기원홈페이지및공공기관채용정보시스템에15일이상채용공고를게시하도록되어있다.,PDF,,
2021,20210609_지능형 해안경계시스템 구축사업 관련 실태 점검.pdf,지능형 해안경계시스템 구축사업 관련 실태 점검,특정사안,기타,,무관,,,0,,16,9549,0,0,0,0,0,0,0,5,0,0,0,0,1,,PDF,,
2021,20210608_대구·경북 재개발·재건축 정비사업 용적률 및 국·공유재산 관리실태.pdf,대구·경북 재개발·재건축 정비사업 용적률 및 국·공유재산 관리실태,특정사안,지방자치단체,,무관,,,0,,74,63179,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2021,20210607_축사 증축허가 등 관련.pdf,축사 증축허가 등 관련,국민제안,지방자치단체,,무관,,,0,,14,8259,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2021,20210603_식품안전정보원에 대한 감사.pdf,식품안전정보원에 대한 감사,기관정기,보건/복지,사회복지3과,관련,낮음(단순언급),"정보화사업(1), 정보시스템(2), 시스템운영(1)",4,5,69,64638,1,0,2,1,0,1,3,0,4,0,0,1,0,림]식품정보원조직현황원장기획경영본부식품안전정보본부식품이력사업본부정보화사업본부정책연구본부전략기획부글로벌정보부제도운영부정보서비스부법규제연구,PDF,,
2021,20210531_중장기 재정관리제도 운영실태.pdf,중장기 재정관리제도 운영실태,성과,재정,재정경제1과,관련,중간,정보화사업(5),5,134,239,215299,5,0,0,0,0,7,0,0,0,0,0,0,7,된다는등의사유로2018년까지반영되지않고[표88]과같이2019년에정보화사업등5개사업(119억원)만반영되었고-2014년과2016년일반회계에,PDF,,
2021,20210531_2020회계연도 국가결산검사.zip,2020회계연도 국가결산검사,재무,기타,,관련,높음,"정보화사업(9), 전산시스템(7), 정보시스템(56), 시스템운영(17), 시스템유지관리(6)",95,20,2057,1610942,9,7,56,17,6,91,82,26,10,13,4,94,9,"47천원)에대하여입찰공고기간의적정성을확인한결과,“2020년정보화시스템유지관리사업계약체결의뢰”(계약금액3,965,454천원)의경우32일(20",ZIP,공개문_전문.pdf | 01_2020회계연도 국가결산검사보고서(제1권).pdf | 02_2020회계연도 국가결산검사보고서(제2권).pdf | 2021년 감사원 종합감사(공개문).pdf,
2021,20210527_군사시설 사업추진 및 관리실태.pdf,군사시설 사업추진 및 관리실태,성과,국방,,관련,높음,정보시스템(34),34,61,289,247741,0,0,34,0,0,0,44,0,13,2,0,0,1,나를지칭하는개념이아니라국토의이용및관리업무와관련된정보를취급하는여러정보시스템을포괄하는개념임.이러한국토이용정보체계는한국토지정보시스템(KLIS,PDF,,
2021,20210525_변상판정 청구사항 조사 및 처리.pdf,변상판정 청구사항 조사 및 처리,기타(서면),기타,국토환경4과,무관,,,0,,17,12718,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2021,20210518_지자체 사업성 기금 등 집행실태.pdf,지자체 사업성 기금 등 집행실태,특정사안,지방재정,,무관,,,0,,59,44807,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2021,20210511_수도권 LED가로등 정비사업 추진실태.pdf,수도권 LED가로등 정비사업 추진실태,특정사안,지방자치단체,지방행정1국1과,무관,,,0,,30,23030,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2021,20210504_사회적기업 지원 및 관리 실태.pdf,사회적기업 지원 및 관리 실태,성과,노동,사회복지2과,관련,중간,"전산시스템(4), 정보시스템(8), 시스템운영(1)",13,6,79,70031,0,4,8,1,0,0,5,0,0,1,0,0,0,"의각종연구보고서,국회논의사항,사회적기업육성기본계획,사회적기업통합정보시스템에저장된각종자료등기초자료를수집하여검토·분석하였다.기초자료에대한검",PDF,,
2021,20210429_그랜드코리아레저 고객유치비 집행실태.pdf,그랜드코리아레저 고객유치비 집행실태,특정사안,문화/관광/체육,공공기관4과,무관,,,0,,34,33110,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2021,20210428_인천·충남지방경찰청 정기감사.pdf,인천·충남지방경찰청 정기감사,기관정기,치안/법무,행정안전3과,관련,높음,"전산시스템(1), 정보시스템(23)",24,13,137,121570,0,1,23,0,0,2,2,0,3,5,0,3,0,조의2제1항에따르면경찰청은실종아동등에대한신고및발견체계를갖추기위한정보시스템(프로파일링시스템)을구축·운영하도록되어있음,PDF,,
2021,20210427_□□재정비촉진사업추진과정 관련.pdf,□□재정비촉진사업추진과정 관련,국민제안,지방자치단체,,무관,,,0,,37,29808,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2021,20210423_지방자치단체 등 기동점검.zip,지방자치단체 등 기동점검,특정사안,공직기강,,무관,,,0,,185,140357,0,0,0,0,0,0,0,0,0,1,0,0,0,,ZIP,지방자치단체 등 기동점검_공개문.pdf | 지방자치단체 등 기동점검(별도처리)_공개문.pdf,
2021,20210422_서울주택도시공사 정기감사.pdf,서울주택도시공사 정기감사,기관정기,건설/주택,지방행정1국1과,관련,낮음(단순언급),"전산시스템(1), 정보시스템(2)",3,77,116,98852,0,1,2,0,0,0,7,0,0,2,0,0,1,"담당자인I는유치권의의미를알고있었던점,ii)F가유치권행사내용증명을전산시스템상의부서문서등록대장에등록하지않은점,iii)F가담당부장의선람을받지",PDF,,
2021,20210421_ㄱ지구 ㄴ단지 개발사업 실시계획 변경업무 처리 관련.pdf,ㄱ지구 ㄴ단지 개발사업 실시계획 변경업무 처리 관련,국민제안,지방자치단체,,무관,,,0,,10,6699,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2021,20210420_자치단체 공통취약업무 및 적극행정사례 점검.pdf,자치단체 공통취약업무 및 적극행정사례 점검,특정사안,지방자치단체,,관련,중간,정보시스템(15),15,2,93,78432,0,0,15,0,0,0,2,0,1,2,0,0,0,············7(1)감면취득세환수누락방지를위해표준지방세정보시스템개선필요(통보)······8(2)부정당업자와의계약방지등을위해지방,PDF,,
2021,20210419_ㄱ국가산업단지 내 입주계약 업무 처리 관련 감사제보 조사.pdf,ㄱ국가산업단지 내 입주계약 업무 처리 관련 감사제보 조사,특정사안,기타,,무관,,,0,,15,10766,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2021,20210416_지방자치단체의 생태하천복원사업 추진실태점검.pdf,지방자치단체의 생태하천복원사업 추진실태점검,국민제안,지방자치단체,,무관,,,0,,87,70136,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2021,20210416_중어뢰II와 장보고0 함정간 장비연동 등 사업추진실태.pdf,중어뢰II와 장보고0 함정간 장비연동 등 사업추진실태,국민제안,국방,,무관,,,0,,30,24089,0,0,0,0,0,1,0,0,0,0,0,0,0,,PDF,,
2021,20210416_중소벤처기업부의 펀드출자사업 운용실태.pdf,중소벤처기업부의 펀드출자사업 운용실태,국민제안,산업자원,산업금융1과,무관,,,0,,27,20740,0,0,0,0,0,0,0,1,0,0,0,0,0,,PDF,,
2021,20210416_수산모태펀드 등 출자사업 운용실태.zip,수산모태펀드 등 출자사업 운용실태,성과,농림수산해양,국토환경4과,관련,낮음(단순언급),전산시스템(1),1,19,60,44939,0,1,0,0,0,0,1,0,0,0,0,0,0,"｣에따르면업무집행조합원은매월의투자실적과준법감시제도,자펀드사후관리전산시스템(ERP)구축,투자금실사등을통해투자금을관리하고,투자금관리도중목적",ZIP,공개문_전문.pdf | 공개문_전문(별도처리).pdf,
2021,20210415_시·도교육청 공유재산 관리실태.pdf,시·도교육청 공유재산 관리실태,성과,교육,사회복지5과,관련,낮음(단순언급),정보시스템(1),1,18,45,32856,0,0,1,0,0,0,0,0,0,0,0,0,0,"교육부제출자료재구성【폐교현황및활용·처분실태】4)국토교통부의“택지정보시스템”에따르면전국의택지개발관련사업은총1,284건(준공포함)이며이중경",PDF,,
2021,20210413_수서평택고속철도 율현터널(궤도) 안전관리실태.pdf,수서평택고속철도 율현터널(궤도) 안전관리실태,특정사안,교통/물류,,관련,낮음(단순언급),전산시스템(1),1,59,66,54469,0,1,0,0,0,0,5,0,0,0,0,0,0,전산담당부서에서조사(유지보수시스템의설정오류로발생한것임을확인)하여전산시스템수정을완료하였음(2020.7.17.～7.23.)84)궤도틀림(궤,PDF,,
2021,20210409_축사 건축허가 등 관련.pdf,축사 건축허가 등 관련,국민제안,지방자치단체,,무관,,,0,,20,13433,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2021,20210331_서울지방국세청 기관정기감사.pdf,서울지방국세청 기관정기감사,기관정기,국세,재정경제3과,무관,,,0,,98,77641,0,0,0,0,0,0,2,0,0,0,0,0,0,,PDF,,
2021,20210330_한국마사회 기관정기감사.pdf,한국마사회 기관정기감사,기관정기,문화/관광/체육,공공기관4과,무관,,,0,,72,57061,0,0,0,0,0,0,1,0,0,0,0,20,0,,PDF,,
2021,20210326_순천시 민간공원 조성 특례사업 추진 관련 공익감사청구.pdf,순천시 민간공원 조성 특례사업 추진 관련 공익감사청구,국민제안,지방자치단체,,무관,,,0,,20,13505,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2021,20210325_지방공기업 경영평가 운영 실태.pdf,지방공기업 경영평가 운영 실태,성과,금융,행정안전1과,관련,낮음(단순언급),정보시스템(1),1,11,90,71465,0,0,1,0,0,0,0,0,0,1,0,0,0,-6-통계분석방법1.분석자료·기관의규모:인력규모(지방공기업경영정보시스템에공시된직원수)를토대로산출·경영평가점수:지방공기업평가원이제출한“,PDF,,
2021,20210323_조달청 정기감사.pdf,조달청 정기감사,기관정기,기타,재정경제1과,관련,중간,"전산시스템(3), 정보시스템(2), 시스템운영(1)",6,6,88,75202,0,3,2,1,0,1,6,12,0,6,0,0,1,"수요기관이체결하는공사계약등의심의・평가및원가검토,시공관리등전자조달시스템운영・관리￭국가종합전자조달시스템(나라장터),벤처나라,공공녹색구매통합",PDF,,
2021,20210318_대검찰청 등 2개 기관 정기감사.pdf,대검찰청 등 2개 기관 정기감사,기관정기,치안/법무,행정안전2과,관련,낮음(단순언급),전산시스템(1),1,35,74,49922,0,1,0,0,0,2,1,0,0,0,0,0,1,"출하고있었다.1)구체적으로살펴보면,2019회계연도의경우대검찰청이전산시스템으로관리1)이와관련하여감사원은2011.4.22.법무부에이전회계연",PDF,,
2021,20210316_한국국제협력단에 대한 감사.pdf,한국국제협력단에 대한 감사,기관정기,외교,행정안전4과,관련,낮음(단순언급),정보시스템(3),3,3,117,87219,0,0,3,0,0,5,1,10,0,0,0,0,2,가산점제도운용부적정(주의)··············101(14)정보시스템등정보자산의운용․관리부적정(주의)·················,PDF,,
2021,20210311_한국남부발전 주요계약업무 집행실태.pdf,한국남부발전 주요계약업무 집행실태,특정사안,산업자원,공공기관1과,관련,낮음(단순언급),정보시스템(2),2,6,55,39954,0,0,2,0,0,0,0,0,0,0,0,0,1,"○주기기(가스터빈등)구매계약입찰에참여한□□와△△社가제어분야중운전정보시스템(PGMS)*에대해모두▷▷社의제품(ㅁ)을제안하였으나,사장지시로사",PDF,,
2021,20210309_인천광역시 중구 등 7개 구의 대형폐기물 수집ㆍ운반 대행계약 관련.pdf,인천광역시 중구 등 7개 구의 대형폐기물 수집ㆍ운반 대행계약 관련,국민제안,지방자치단체,,무관,,,0,,16,12539,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2021,20210305_토지주택연구원 관련 등 감사제보사항 점검.pdf,토지주택연구원 관련 등 감사제보사항 점검,특정사안,기타,,무관,,,0,,54,41834,0,0,0,0,0,0,1,0,0,2,0,0,0,,PDF,,
2021,20210305_'에너지전환 로드맵'과 각종 계획 수립실태.pdf,'에너지전환 로드맵'과 각종 계획 수립실태,국민제안,산업자원,,무관,,,0,,75,66969,0,0,0,0,0,0,2,0,0,0,0,0,0,,PDF,,
2021,20210225_ㄱ호 생태탐방로 조성사업 관련.pdf,ㄱ호 생태탐방로 조성사업 관련,국민제안,지방자치단체,,무관,,,0,,15,9922,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2021,20210223_농림축산식품부 정기감사.pdf,농림축산식품부 정기감사,기관정기,농림수산해양,산업금융2과,관련,낮음(단순언급),정보시스템(3),3,10,62,52519,0,0,3,0,0,1,1,1,0,1,0,0,2,-8-식품부가집행한직불금지급현황자료[농림사업정보시스템(Agrix)]와기획재정부[디지털예산회계시스템(dBrain)]및,PDF,,
2021,20210217_변상판정 청구사항 조사 및 처리.pdf,변상판정 청구사항 조사 및 처리,기타(서면),기타,국토환경1과,무관,,,0,,32,25510,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2021,20210216_증평군 ㄱ특구 관련 감사제보사항 점검.pdf,증평군 ㄱ특구 관련 감사제보사항 점검,특정사안,지방자치단체,,무관,,,0,,9,4754,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2021,20210209_차세대 이산화탄소 분리막 상용기술개발비 관련 비리점검.pdf,차세대 이산화탄소 분리막 상용기술개발비 관련 비리점검,특정사안,산업자원,,무관,,,0,,60,44024,0,0,0,0,0,0,0,1,0,0,0,0,0,,PDF,,
2021,20210204_가습기살균제 분담금 면제사업자 조사 실태.pdf,가습기살균제 분담금 면제사업자 조사 실태,국민제안,환경,국토환경3과,관련,낮음(단순언급),정보시스템(2),2,16,36,26470,0,0,2,0,0,0,6,0,1,0,0,0,0,"19)사업자현장조사시환경부소속기관인국립환경과학원이운영하는화학물질정보시스템(NCIS,https://ncis.nier.go.kr)을이용하면",PDF,,
2021,20210202_변상판정 청구사항 서면감사.pdf,변상판정 청구사항 서면감사,기타(서면),기타,,무관,,,0,,13,8179,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2021,20210128_한국콘텐츠진흥원 기관정기감사.pdf,한국콘텐츠진흥원 기관정기감사,기관정기,문화/관광/체육,,무관,,,0,,45,30091,0,0,0,0,0,0,0,1,0,0,0,0,0,,PDF,,
2021,20210126_초등학교 설립 지연에 따른 과대학교와 과밀학급 운영 관련.pdf,초등학교 설립 지연에 따른 과대학교와 과밀학급 운영 관련,국민제안,지방자치단체,,무관,,,0,,23,16111,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
2021,20210121_봉화군수의 영리행위 등에 관한 공익감사청구.pdf,봉화군수의 영리행위 등에 관한 공익감사청구,국민제안,지방자치단체,,무관,,,0,,9,4168,0,0,0,0,0,0,0,0,0,0,0,0,0,,PDF,,
