연도,보고서,지적사항,처분,출처,제목내키워드
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,전력설비신뢰성평가시험용역감독업무등부당수행,문책,문책,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,안전진단용역범위외과업지시등부적정,주의,주의,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,위탁운영상업시설의수수료산정부적정,통보,통보,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,정기기술지원협약체결부적정,주의6,주의6,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,매립지등임차자결정불합리,통보,통보,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,부정당업자와수의계약체결부적정,주의,주의,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,제2여객터미널홍보시설설치공사설계변경부적정,주의,주의,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,철도차량제작감독업무위탁용역의기술제안서검토업무부적정,주의,주의,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,발전비용평가를위한성능시험기준불합리,통보,통보,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,발전기비동기투입방지대책마련미흡,통보4,통보4,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,상생결제제도이행관리미흡,통보,통보,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,불공정임대차계약조항부적정,통보,통보,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,공모전관련저작권귀속부적정,주의,주의,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,소규모계약에대한수행실적제한부적정,주의,주의,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,협상에의한계약의제안서제출방법부적정,주의,주의,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,용역계약선금과소지급,주의,주의,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,비축농산물공매낙찰대금납입기간불합리,통보,통보,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,준공식등행사비전가부적정,주의,주의,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,단가계약계약보증금징수업무처리부적정,주의,주의,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,배전공가준공검사처리지연부적정,주의,주의,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,현장설명불참자의입찰참가자격제한부적정,주의,주의,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,입찰참가업체사전등록제도운용부적정,통보,통보,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,주거래은행선정및카지노출장소임대차계약부적정,통보,통보,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,식자재및주방소모품구매계약규격제안서평가부적정,주의,주의,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,관광단지공동시설분담금징수규정불합리,통보,통보,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,심판처분에대한재심청구보증금제도불합리,통보,통보,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,산업안전보건관리비및안전관리비과소계상,주의,주의,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,용역·물품계약의하자보수보증금률규정미비,통보,통보,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,구조물보수공사실적제한부적정,주의,주의,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,용역적격심사세부기준부적정,주의,주의,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,한전배전공사대금지연지급,주의,주의,
2019,20191226_공공기관 불공정관행 및 규제 점검Ⅰ~Ⅳ.zip,시설부담금정산업무부적정,시정,시정,
2019,20191205_지자체 주요정책·사업 등 추진상황 특별 점검.zip,ㄷ구역지정직권해제부당(주의),,목차,
2019,20191205_지자체 주요정책·사업 등 추진상황 특별 점검.zip,스프링클러설비의화재안전기준부적정(통보),,목차,
2019,20191205_지자체 주요정책·사업 등 추진상황 특별 점검.zip,하수처리수등물재이용사업추진부적정(주의),,목차,
2019,20191205_지자체 주요정책·사업 등 추진상황 특별 점검.zip,구역지정직권해제부당,주의,주의,
2019,20191205_지자체 주요정책·사업 등 추진상황 특별 점검.zip,스프링클러설비의화재안전기준부적정,통보,통보,
2019,20191205_지자체 주요정책·사업 등 추진상황 특별 점검.zip,하수처리수등물재이용사업추진부적정,주의,주의,
2019,20191031_보건복지부 기관운영감사.pdf,분만취약지지정및지원지역선정부적정(통보),,목차,
2019,20191031_보건복지부 기관운영감사.pdf,사이버교육운영에대한지도ㆍ감독부적정(주의),,목차,
2019,20191031_보건복지부 기관운영감사.pdf,근무성적평가업무부당처리(징계),,목차,
2019,20191031_보건복지부 기관운영감사.pdf,일상감사미실시등내부통제및직원복무관리미흡(주의),,목차,
2019,20191031_보건복지부 기관운영감사.pdf,외국인등록정보미활용에따른소득인정액산정부적정(통보),,목차,
2019,20191031_보건복지부 기관운영감사.pdf,개인정보통합관제센터운영부적정(통보),,목차,
2019,20191031_보건복지부 기관운영감사.pdf,업무추진비등집행부적정(주의),,목차,
2019,20191031_보건복지부 기관운영감사.pdf,지방의료원파견의사복무관리부적정(주의),,목차,
2019,20191031_보건복지부 기관운영감사.pdf,분만취약지지정및지원지역선정부적정,통보,통보,
2019,20191031_보건복지부 기관운영감사.pdf,근무성적평가업무부당처리,징계,징계,
2019,20191031_보건복지부 기관운영감사.pdf,일상감사미실시등내부통제및직원복무관리미흡,주의,주의,
2019,20191031_보건복지부 기관운영감사.pdf,외국인등록정보미활용에따른소득인정액산정부적정,통보,통보,
2019,20191031_보건복지부 기관운영감사.pdf,개인정보통합관제센터운영부적정,통보,통보,
2019,20191031_보건복지부 기관운영감사.pdf,업무추진비등집행부적정,주의,주의,
2019,20191031_보건복지부 기관운영감사.pdf,지방의료원파견의사복무관리부적정,주의,주의,
2019,20191030_정보공유 등 데이터기반 행정 추진 실태.pdf,지방세정보시스템과세누락방지기능미흡(통보),,목차,정보시스템
2019,20191030_정보공유 등 데이터기반 행정 추진 실태.pdf,화물자동차유가보조금지급관리를위한정보연계․활용미흡(통보),,목차,
2019,20191030_정보공유 등 데이터기반 행정 추진 실태.pdf,실내공기질측정결과데이터의공유및개방미흡(통보),,목차,
2019,20191030_정보공유 등 데이터기반 행정 추진 실태.pdf,행정정보공동이용접근권한관리부적정(통보),,목차,
2019,20191030_정보공유 등 데이터기반 행정 추진 실태.pdf,지방세정보시스템과세누락방지기능미흡,통보,통보,정보시스템
2019,20191030_정보공유 등 데이터기반 행정 추진 실태.pdf,실내공기질측정결과데이터의공유및개방미흡,통보,통보,
2019,20191030_정보공유 등 데이터기반 행정 추진 실태.pdf,행정정보공동이용접근권한관리부적정,통보,통보,
2019,20190711_중소벤처기업진흥공단 기관운영감사.pdf,정책자금희망기업신청배제부적정(통보),,목차,
2019,20190711_중소벤처기업진흥공단 기관운영감사.pdf,담보대출감정평가시스템부실운영(통보),,목차,
2019,20190711_중소벤처기업진흥공단 기관운영감사.pdf,정책자금융자사업재심제도운영부적정(통보),,목차,
2019,20190711_중소벤처기업진흥공단 기관운영감사.pdf,중소기업근로자연수과정운영미흡(통보),,목차,
2019,20190711_중소벤처기업진흥공단 기관운영감사.pdf,정책자금희망기업신청배제부적정,통보,통보,
2019,20190711_중소벤처기업진흥공단 기관운영감사.pdf,담보대출감정평가시스템부실운영,통보,통보,
2019,20190711_중소벤처기업진흥공단 기관운영감사.pdf,정책자금융자사업재심제도운영부적정,통보,통보,
2019,20190711_중소벤처기업진흥공단 기관운영감사.pdf,중소기업근로자연수과정운영미흡,통보,통보,
2019,20190620_관세심사 등 업무처리실태.pdf,【표38】과세여부판단기준및근거가불명확한사례,,목차,
2019,20190620_관세심사 등 업무처리실태.pdf,1】법인심사대상업체선정관련업무처리부적정관련자명세,,목차,
2019,20190603_재해위험 급경사지 안전관리실태.pdf,건설공사비탈면내진안전성확보미흡(통보),,목차,
2019,20190603_재해위험 급경사지 안전관리실태.pdf,그라운드앵커시공비탈면유지관리부적정(통보),,목차,
2019,20190603_재해위험 급경사지 안전관리실태.pdf,급경사지재해위험도평가기준운영불합리(통보),,목차,
2019,20190603_재해위험 급경사지 안전관리실태.pdf,급경사지시·종점부분할기준미비(통보),,목차,
2019,20190603_재해위험 급경사지 안전관리실태.pdf,급경사지안전점검미실시및안전점검대상시설누락(주의),,목차,
2019,20190603_재해위험 급경사지 안전관리실태.pdf,급경사지재해위험도평가부적정(통보),,목차,
2019,20190603_재해위험 급경사지 안전관리실태.pdf,급경사지정보시스템구축·운영부적정(통보),,목차,정보시스템
2019,20190603_재해위험 급경사지 안전관리실태.pdf,급경사지를안전점검대상시설에서누락(주의),,목차,
2019,20190603_재해위험 급경사지 안전관리실태.pdf,붕괴위험지역정비중기계획수립지침작성부적정(통보),,목차,
2019,20190603_재해위험 급경사지 안전관리실태.pdf,가시설물이설치된급경사지관리부적정(통보),,목차,
2019,20190603_재해위험 급경사지 안전관리실태.pdf,건설공사비탈면내진안전성확보미흡,통보,통보,
2019,20190603_재해위험 급경사지 안전관리실태.pdf,그라운드앵커시공비탈면유지관리부적정,통보,통보,
2019,20190603_재해위험 급경사지 안전관리실태.pdf,급경사지재해위험도평가기준운영불합리,통보,통보,
2019,20190603_재해위험 급경사지 안전관리실태.pdf,급경사지시·종점부분할기준미비,통보,통보,
2019,20190603_재해위험 급경사지 안전관리실태.pdf,급경사지안전점검미실시및안전점검대상시설누락,주의,주의,
2019,20190603_재해위험 급경사지 안전관리실태.pdf,급경사지재해위험도평가부적정,통보,통보,
2019,20190603_재해위험 급경사지 안전관리실태.pdf,급경사지정보시스템구축·운영부적정,통보,통보,정보시스템
2019,20190603_재해위험 급경사지 안전관리실태.pdf,급경사지를안전점검대상시설에서누락,주의,주의,
2019,20190603_재해위험 급경사지 안전관리실태.pdf,붕괴위험지역정비중기계획수립지침작성부적정,통보,통보,
2019,20190603_재해위험 급경사지 안전관리실태.pdf,가시설물이설치된급경사지관리부적정,통보,통보,
2019,20190529_검역감염병 예방 및 관리실태.pdf,검역감염병의심환자신고관리·감독부적정(통보),,목차,
2019,20190529_검역감염병 예방 및 관리실태.pdf,감염병의심환자등분류및관리부적정(통보),,목차,
2019,20190529_검역감염병 예방 및 관리실태.pdf,검역감염병오염지역지정부적정(통보),,목차,
2019,20190529_검역감염병 예방 및 관리실태.pdf,스마트검역정보시스템운영부적정(통보),,목차,"정보시스템,시스템운영"
2019,20190529_검역감염병 예방 및 관리실태.pdf,음압구급차배치및활용부적정(통보),,목차,
2019,20190529_검역감염병 예방 및 관리실태.pdf,격리시설등검역소시설확충및운영부적정(통보),,목차,
2019,20190529_검역감염병 예방 및 관리실태.pdf,황열등예방접종및부작용관리부적정(통보),,목차,
2019,20190529_검역감염병 예방 및 관리실태.pdf,선박검역업무관리·감독부적정(통보),,목차,
2019,20190529_검역감염병 예방 및 관리실태.pdf,검역감염병의심환자신고관리·감독부적정,통보,통보,
2019,20190529_검역감염병 예방 및 관리실태.pdf,감염병의심환자등분류및관리부적정,통보,통보,
2019,20190529_검역감염병 예방 및 관리실태.pdf,검역감염병오염지역지정부적정,통보,통보,
2019,20190529_검역감염병 예방 및 관리실태.pdf,스마트검역정보시스템운영부적정,통보,통보,"정보시스템,시스템운영"
2019,20190529_검역감염병 예방 및 관리실태.pdf,음압구급차배치및활용부적정,통보,통보,
2019,20190529_검역감염병 예방 및 관리실태.pdf,격리시설등검역소시설확충및운영부적정,통보,통보,
2019,20190529_검역감염병 예방 및 관리실태.pdf,황열등예방접종및부작용관리부적정,통보,통보,
2019,20190529_검역감염병 예방 및 관리실태.pdf,선박검역업무관리·감독부적정,통보,통보,
2019,20190514_국가 금연지원사업 추진실태.pdf,금연지원사업간연계미흡(통보),,목차,
2019,20190514_국가 금연지원사업 추진실태.pdf,보건소금연클리닉사업추진부적정(통보),,목차,
2019,20190514_국가 금연지원사업 추진실태.pdf,금연치료건강보험지원사업추진부적정(통보),,목차,
2019,20190514_국가 금연지원사업 추진실태.pdf,학교흡연예방사업관리미흡(통보),,목차,
2019,20190514_국가 금연지원사업 추진실태.pdf,금연지원사업간연계미흡,통보,통보,
2019,20190514_국가 금연지원사업 추진실태.pdf,보건소금연클리닉사업추진부적정,통보,통보,
2019,20190514_국가 금연지원사업 추진실태.pdf,금연치료건강보험지원사업추진부적정,통보,통보,
2019,20190514_국가 금연지원사업 추진실태.pdf,학교흡연예방사업관리미흡,통보,통보,
2019,20190514_국가 금연지원사업 추진실태.pdf,오프라인담배마케팅모니터링결과활용미흡,통보,통보,
2019,20190227_공공데이터 활용 및 품질관리 실태.pdf,공공빅데이터표준분석모델활용활성화미흡(통보),,목차,
2019,20190227_공공데이터 활용 및 품질관리 실태.pdf,개방표준데이터의생성및관리체계부적정(통보),,목차,
2019,20190227_공공데이터 활용 및 품질관리 실태.pdf,신규CCTV 입지분석ㆍ선정시범죄다발지정보공유ㆍ활용미흡(통보),,목차,
2019,20190227_공공데이터 활용 및 품질관리 실태.pdf,공간정보등유형별데이터품질평가기준수립미흡(통보),,목차,
2019,20190227_공공데이터 활용 및 품질관리 실태.pdf,전기차충전인프라입지선정방법및데이터개방부적정(통보),,목차,
2019,20190227_공공데이터 활용 및 품질관리 실태.pdf,주소및위ㆍ경도정보관련개방표준데이터품질관리미흡(통보),,목차,
2019,20190227_공공데이터 활용 및 품질관리 실태.pdf,｢공공데이터개방표준｣고시개정미흡(통보),,목차,
2019,20190227_공공데이터 활용 및 품질관리 실태.pdf,공공데이터이용활성화지원사업사후관리미흡(통보),,목차,
2019,20190227_공공데이터 활용 및 품질관리 실태.pdf,주차장통합정보관리시스템의데이터관리등부적정(통보),,목차,
2019,20190227_공공데이터 활용 및 품질관리 실태.pdf,▪상수도누수현황분석및누수위험도예측,,목차,
2019,20190227_공공데이터 활용 및 품질관리 실태.pdf,공공빅데이터표준분석모델활용활성화미흡,통보,통보,
2019,20190227_공공데이터 활용 및 품질관리 실태.pdf,개방표준데이터의생성및관리체계부적정,통보,통보,
2019,20190227_공공데이터 활용 및 품질관리 실태.pdf,공간정보등유형별데이터품질평가기준수립미흡,통보,통보,
2019,20190227_공공데이터 활용 및 품질관리 실태.pdf,전기차충전인프라입지선정방법및데이터개방부적정,통보,통보,
2019,20190227_공공데이터 활용 및 품질관리 실태.pdf,경도정보관련개방표준데이터품질관리미흡,통보,통보,
2019,20190227_공공데이터 활용 및 품질관리 실태.pdf,공공데이터이용활성화지원사업사후관리미흡,통보,통보,
2019,20190227_공공데이터 활용 및 품질관리 실태.pdf,주차장통합정보관리시스템의데이터관리등부적정,통보,통보,
2019,20190221_외래병해충 검역관리실태.pdf,잠정규제병해충위험분석업무지연부적정,통보,통보,
2019,20190221_외래병해충 검역관리실태.pdf,비검역병해충분류전예찰·방제정책검토미흡,통보,통보,
2019,20190221_외래병해충 검역관리실태.pdf,외래병해충조기대응을위한방제방법검토미흡,통보,통보,
2019,20190221_외래병해충 검역관리실태.pdf,규제병해충에대한방제약제검토미흡,통보,통보,
2019,20190221_외래병해충 검역관리실태.pdf,병해충전염우려물품에대한검역부적정,통보,통보,
2019,20190221_외래병해충 검역관리실태.pdf,재식용식물컨테이너관리부적정,통보,통보,
2019,20190221_외래병해충 검역관리실태.pdf,외래병해충유입시병해충예찰·방제대책회의운영미흡,통보,통보,
2019,20190221_외래병해충 검역관리실태.pdf,연구자등외래병해충발견시신고체계미흡,통보,통보,
2019,20190214_지방세 및 부담금 부과·징수 실태(2. 지방재정 확충 분야).pdf,개발제한구역보전부담금부과업무처리부적정(통보),,목차,
2019,20190214_지방세 및 부담금 부과·징수 실태(2. 지방재정 확충 분야).pdf,지방세및세외수입체납처분부적정(시정),,목차,
2019,20190214_지방세 및 부담금 부과·징수 실태(2. 지방재정 확충 분야).pdf,체납개발부담금결손처분부적정(통보),,목차,
2019,20190214_지방세 및 부담금 부과·징수 실태(2. 지방재정 확충 분야).pdf,상수도원인자부담금단위사업비산정부적정(통보),,목차,
2019,20190214_지방세 및 부담금 부과·징수 실태(2. 지방재정 확충 분야).pdf,개발제한구역보전부담금부과업무처리부적정,통보,통보,
2019,20190214_지방세 및 부담금 부과·징수 실태(2. 지방재정 확충 분야).pdf,지방세및세외수입체납처분부적정,시정,시정,
2019,20190214_지방세 및 부담금 부과·징수 실태(2. 지방재정 확충 분야).pdf,체납개발부담금결손처분부적정,통보,통보,
2019,20190214_지방세 및 부담금 부과·징수 실태(2. 지방재정 확충 분야).pdf,상수도원인자부담금단위사업비산정부적정,통보,통보,
2018,20181220_한국지역정보개발원 기관운영감사.zip,예비합격자임용및관리업무부당처리(문책),,목차,
2018,20181220_한국지역정보개발원 기관운영감사.zip,공무국외여행(정보화국외연수) 심사부적정(통보),,목차,
2018,20181220_한국지역정보개발원 기관운영감사.zip,특별채용업무처리부적정(주의),,목차,
2018,20181220_한국지역정보개발원 기관운영감사.zip,지방공무원수견및활용부적정(통보),,목차,
2018,20181220_한국지역정보개발원 기관운영감사.zip,정보화위수탁사업임차료산정기준불합리(통보),,목차,
2018,20181220_한국지역정보개발원 기관운영감사.zip,청사내근린생활시설임대업체선정절차및방법부적정(주의),,목차,
2018,20181220_한국지역정보개발원 기관운영감사.zip,예비합격자임용및관리업무부당처리,문책,문책,
2018,20181220_한국지역정보개발원 기관운영감사.zip,공무국외여행(정보화국외연수) 심사부적정,통보,통보,
2018,20181220_한국지역정보개발원 기관운영감사.zip,특별채용업무처리부적정,주의,주의,
2018,20181220_한국지역정보개발원 기관운영감사.zip,지방공무원수견및활용부적정,통보,통보,
2018,20181220_한국지역정보개발원 기관운영감사.zip,정보화위수탁사업임차료산정기준불합리,통보,통보,
2018,20181220_한국지역정보개발원 기관운영감사.zip,청사내근린생활시설임대업체선정절차및방법부적정,주의,주의,
2018,20181219_차상위계층 지원사업 추진실태.pdf,[가-1] 건강보험료판정기준에따른대상선정불합리,,목차,
2018,20181219_차상위계층 지원사업 추진실태.pdf,[가-2] 소득인정액산정시소득·재산공제부적정,,목차,
2018,20181219_차상위계층 지원사업 추진실태.pdf,[나-1] 복지사각지대발굴관리시스템운용불합리,,목차,
2018,20181219_차상위계층 지원사업 추진실태.pdf,[나-2] 기초생활보장탈수급자의차상위계층지원사업연계지원미흡,,목차,
2018,20181219_차상위계층 지원사업 추진실태.pdf,[다-1] 차상위본인부담경감사업추진부적정,,목차,
2018,20181219_차상위계층 지원사업 추진실태.pdf,[다-3] 장애인보장구지원사업추진부적정,,목차,
2018,20181219_차상위계층 지원사업 추진실태.pdf,[다-4] 저소득층기저귀및조제분유지원사업추진부적정,,목차,
2018,20181219_차상위계층 지원사업 추진실태.pdf,[다-5] 저소득층에너지효율개선사업관리부적정,,목차,
2018,20181219_차상위계층 지원사업 추진실태.pdf,[다-6] 아이돌봄지원사업추진부적정,,목차,
2018,20181219_차상위계층 지원사업 추진실태.pdf,[다-7] 사회서비스전자바우처사업제공인력자격관리부적정,,목차,
2018,20181219_차상위계층 지원사업 추진실태.pdf,[다-8] 장애아동발달재활서비스사업운영부적정,,목차,
2018,20181219_차상위계층 지원사업 추진실태.pdf,[다-2] 암환자의료비지원사업대상자선정기준불합리,,목차,
2018,20181219_차상위계층 지원사업 추진실태.pdf,[표1] 차상위계층의1인가구비중및노인ㆍ장애인포함현황,,목차,
2018,20181025_우정사업 경영관리실태.pdf,집배부하량산출시스템개발및운영부적정,,목차,
2018,20181025_우정사업 경영관리실태.pdf,별정우체국업무취급수수료집행관리부적정,,목차,
2018,20181025_우정사업 경영관리실태.pdf,우체국택배방문접수요금산정부적정,,목차,
2018,20181025_우정사업 경영관리실태.pdf,집배차량자동차보험가입업무처리부적정,,목차,
2018,20181025_우정사업 경영관리실태.pdf,우체국쇼핑상품공급업체관리부적정,,목차,
2018,20181025_우정사업 경영관리실태.pdf,우편·금융관련개인정보보호관리부적정,,목차,
2018,20181025_우정사업 경영관리실태.pdf,우편·금융등관련정보시스템의소프트웨어개발보안부적정,,목차,정보시스템
2018,20181025_우정사업 경영관리실태.pdf,포상금집행부적정,,목차,
2018,20181025_우정사업 경영관리실태.pdf,소액국제우편물보험료수납부적정,,목차,
2018,20181025_우정사업 경영관리실태.pdf,계약국제특급우편제도운영부적정,,목차,
2018,20181025_우정사업 경영관리실태.pdf,고양우편집중국소포구분기계약관리부적정,,목차,
2018,20181025_우정사업 경영관리실태.pdf,경영실적평가자료작성및계약업무부적정,,목차,
2018,20181025_우정사업 경영관리실태.pdf,운전면허정지기간중집배차량운행부적정,,목차,
2018,20181025_우정사업 경영관리실태.pdf,장학사업대상자선정및관리부적정,,목차,
2018,20180628_공공데이터 구축 및 활용실태.pdf,예금보험기금부실관련자등정보공유ㆍ활용부적정(통보),,목차,
2018,20180628_공공데이터 구축 및 활용실태.pdf,주민등록전산정보자료공유및활용부적정(통보),,목차,
2018,20180628_공공데이터 구축 및 활용실태.pdf,차세대SCADA시스템구축사업계획수립및데이터구축부적정(통보),,목차,
2018,20180628_공공데이터 구축 및 활용실태.pdf,차세대SCADA급전(분)소확대구축사업기술평가진행업무부적정(주의),,목차,
2018,20180628_공공데이터 구축 및 활용실태.pdf,도로명주소전환사업사후관리부적정(통보),,목차,
2018,20180628_공공데이터 구축 및 활용실태.pdf,귀농ㆍ귀촌지능형상담시스템사업계획검토및운영부적정(통보),,목차,
2018,20180628_공공데이터 구축 및 활용실태.pdf,공간객체등록번호부여사업추진부적정(통보),,목차,
2018,20180628_공공데이터 구축 및 활용실태.pdf,해양수산정보공동활용플랫폼구축계획부적정(통보),,목차,
2018,20180628_공공데이터 구축 및 활용실태.pdf,공공데이터포털의데이터등록ㆍ관리부적정(통보),,목차,
2018,20180628_공공데이터 구축 및 활용실태.pdf,개방표준으로제정된공공데이터관리부적정(통보),,목차,
2018,20180628_공공데이터 구축 및 활용실태.pdf,가계금융ㆍ복지조사통계의정확성제고를위한행정자료등활용부적정(통보),,목차,
2018,20180628_공공데이터 구축 및 활용실태.pdf,해양안전관련시스템중복구축및사전협의미흡(통보),,목차,
2018,20180628_공공데이터 구축 및 활용실태.pdf,국토조사플랫폼구축및유지관리부적정(통보),,목차,
2018,20180628_공공데이터 구축 및 활용실태.pdf,주민등록전산정보자료공유및활용부적정,통보,통보,
2018,20180628_공공데이터 구축 및 활용실태.pdf,차세대SCADA시스템구축사업계획수립및데이터구축부적정,통보,통보,
2018,20180628_공공데이터 구축 및 활용실태.pdf,차세대SCADA급전(분)소확대구축사업기술평가진행업무부적정,주의,주의,
2018,20180628_공공데이터 구축 및 활용실태.pdf,도로명주소전환사업사후관리부적정,통보,통보,
2018,20180628_공공데이터 구축 및 활용실태.pdf,귀촌지능형상담시스템사업계획검토및운영부적정,통보,통보,
2018,20180628_공공데이터 구축 및 활용실태.pdf,공간객체등록번호부여사업추진부적정,통보,통보,
2018,20180628_공공데이터 구축 및 활용실태.pdf,해양수산정보공동활용플랫폼구축계획부적정,통보,통보,
2018,20180628_공공데이터 구축 및 활용실태.pdf,개방표준으로제정된공공데이터관리부적정,통보,통보,
2018,20180628_공공데이터 구축 및 활용실태.pdf,복지조사통계의정확성제고를위한행정자료등활용부적정,통보,통보,
2018,20180628_공공데이터 구축 및 활용실태.pdf,해양안전관련시스템중복구축및사전협의미흡,통보,통보,
2018,20180628_공공데이터 구축 및 활용실태.pdf,국토조사플랫폼구축및유지관리부적정,통보,통보,
2018,20180605_응급의료센터 구축 및 운영실태.pdf,응급의료종사자에대한행정처분부적정,,목차,
2018,20180605_응급의료센터 구축 및 운영실태.pdf,구급헬기긴급출동지도·감독부적정,,목차,
2018,20180605_응급의료센터 구축 및 운영실태.pdf,응급환자재이송에대한지도·감독부적정,,목차,
2018,20180605_응급의료센터 구축 및 운영실태.pdf,중증외상환자분류및이송병원선정업무에대한관리부적정,,목차,
2018,20180605_응급의료센터 구축 및 운영실태.pdf,권역외상센터외상팀활성화적정성평가부적정,,목차,
2018,20180605_응급의료센터 구축 및 운영실태.pdf,서울권역외상센터공백에대한대책미흡,,목차,
2018,20180605_응급의료센터 구축 및 운영실태.pdf,응급의료기관의전원업무에대한관리·감독부적정,,목차,
2018,20180605_응급의료센터 구축 및 운영실태.pdf,비응급환자의응급의료관리료등심사부적정,,목차,
2018,20180605_응급의료센터 구축 및 운영실태.pdf,권역외상센터전문의인력운용에대한관리·감독부적정,,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,긴급입찰공고부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,관세등환급업무처리지연(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,포상금등예산집행부적정(주의3),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,부정당업자로제재중인자와의수의계약체결부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,2017회계연도성과보고서작성부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,소송비용회수업무부적정(통보),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,관서운영경비집행부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,홍보용역사업예산편성·집행부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,각급법원공보관실운영비편성부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,엑스레이화물검색기분할수의계약부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,퇴직공무원포상금지급부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,피복관리사업예산집행부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,관서운영경비집행잔액처리부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,맞춤형석사과정계약업무처리부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,복합기등사무용기기임차계약업무처리부적정(통보),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,2017회계연도성과계획서작성부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,2017회계연도성과계획서및성과보고서작성부적정,,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,통계사무의위탁을위한민간수탁기관지정절차투명성미흡,,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,환급가산금규정불합리(통보),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,소송비용회수업무처리부적정(통보),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,선금채권보전조치부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,2017회계연도성과보고서작성등부적정(주의),,목차,
2018,20180531_2017회계연도 국가결산 검사 및 감사활동 결과.zip,토너등프린터관련소모품구매부적정(통보),,목차,
